num_round,Leader_P,Follower_P,Leader_Q,Follower_Q,Leader_R,Follower_R
NA,NA,NA,NA,NA,NA,NA
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.13E+31
23.5,23.5,23.5,23.5,23.5,23.5,23.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.11E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.64E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,6.17E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.42E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.23E+31
24,24,24,24,24,24,24
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.15E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.72E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,6.39E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.47E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.34E+31
24.5,24.5,24.5,24.5,24.5,24.5,24.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.18E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.80E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,6.57E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.51E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.44E+31
25,25,25,25,25,25,25
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.21E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.88E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,6.76E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.56E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.53E+31
25.5,25.5,25.5,25.5,25.5,25.5,25.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.25E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,2.97E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,6.96E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.60E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.63E+31
26,26,26,26,26,26,26
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.28E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.05E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,7.14E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.65E+36
5,53.13347956,53.36635375,441.7438947,0,-5.77E+31,3.73E+31
26.5,26.5,26.5,26.5,26.5,26.5,26.5
1,95.85078315,96.08398139,730.9874361,0,-2.06E+50,1.32E+50
2,85.19245777,85.4256012,658.6614304,0,-4.84E+45,3.13E+45
3,74.52237991,74.75545528,586.3438865,0,-1.12E+41,7.33E+40
4,63.83751525,64.07050385,514.036989,0,-2.57E+36,1.69E+36
